"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CS2L4L59","journalArticle","2004","Floris Bex; Henry Prakken; Thomas F. Gordon","Reinterpreting arguments in dialogue : an application to evidential reasoning","","","","","","This paper presents a formalisation of two typical legal dialogue moves in a formal dialogue game for argumentation. The moves concern two ways of reinterpreting a general rule used in an argument, viz. by 'unpacking' and 'refining' the rule. The moves can be made not only by the user but also by the attacker of the rule, in order to reveal new ways to attack it. The new dialogue game is illustrated with examples from legal evidential reasoning, in which these types of moves are particularly common.","2004","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Reinterpreting%20arguments%20in%20dialogue%20:%20an%20application%20to%20evidential%20reasoning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHSMQAAR","journalArticle","1993","Nancy Pennington; Nancy Pennington; Nancy Pennington; Reid Hastie; Reid Hastie","The story model for juror decision making","","","","10.1017/cbo9780511752896.010","","Introduction   The goal of our research over the past ten years has been to understand the cognitive strategies that individual jurors use to process trial information in order to make a decision prior to deliberation. We have approached this goal with the perspective of psychologists who are interested in how people think and behave. First, we have developed a theory that we believe describes the cognitive strategies that jurors use. We call this theory the story model, and it is described in the first section of the paper. Second, we have conducted extensive empirical work to test the theory. This work is summarized in the second section of the paper. The story model has been developed in the context of criminal trials, so it will be presented and discussed in those terms. In the final section of the paper, we discuss some of our current research directions.   The story model   We call our theory the story model because we propose that a central cognitive process in juror decision making is  story construction  (Bennett & Feldman, 1981; Pennington, 1981, 1991; Pennington & Hastie, 1980, 1981a, 1981b, 1986, 1988, 1992). Although story construction is central in our theory and has been the focus of most of our empirical research, it is but one of three processes that we propose.","1993","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.1017/cbo9780511752896.010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P2MR4FR3","journalArticle","2008","Dimitris Karagiannis; Dimitris Karagiannis","A Business Process-Based Modelling Extension for Regulatory Compliance.","","","","","","","2008","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=A%20Business%20Process-Based%20Modelling%20Extension%20for%20Regulatory%20Compliance.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YP9WTXH4","journalArticle","1999","Amador Durán; Amador Durán Toro; Beatriz Bernárdez Jiménez; Beatriz Bernárdez Jiménez; Antonio Ruiz–Cortés; Antonio Ruiz Cortés; Miguel Toro Bonilla; Miguel Toro Bonilla","A Requirements Elicitation Approach Based in Templates and Patterns.","","","","","","One of the main problems of requirements elicitation is expressing customer requirements in a form that can be understood not only by requirements engineers but also by noncomputer professional customers and users. The usual choice for expressing elicited requirements is natural language, since it is frequently the only common language to all participants. Problems of natural language are well–known, but using more formal notations too early is a risky choice that can make requirements impossible to understand for customers and users. Moreover, requirements engineers do not usually have good writing skills, and sometimes semantically correct requirements, expressed in natural language, are not understood because of the way they are written. In this paper, we present requirements templates that can improve requirements elicitation and expression, and two kinds of patterns: linguistic patterns, which are very used sentences in natural language requirements descriptions that can be parameterized and integrated into templates, and requirements patterns, which are generic requirements templates that are found very often during the requirements elicitation process and that can be reused with some adaptation.","1999","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=A%20Requirements%20Elicitation%20Approach%20Based%20in%20Templates%20and%20Patterns.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JVKK4IC","journalArticle","2005","Vernon Valentine Palmer; Vernon Valentine Palmer","From Lerotholi to Lando: Some Examples of Comparative Law Methodology","American Journal of Comparative Law","","","10.1093/ajcl/53.1.261","","Methodological discussions, it has been said, are a good cure for insomnia.4 Of course any number of legal topics have been known to cure that disorder, so clearly excitement is not the best measure of a subject's true importance. Today the importance of methodology to comparative law is indisputable and crucial, and recent years have witnessed an intense and lively debate over new directions in comparative law. These discussions have been keeping many thoughtful lawyers awake even though some may have been merely dozing.","2005","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","American Journal of Comparative Law","","","","","","","","","","","","","","","","","","https://doi.org/10.1093/ajcl/53.1.261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QHZYAXB","journalArticle","2010","Alberto Siena; Alberto Siena","Engineering Law-Compliant Requirements: the Nomos Framework","","","","","","In modern societies, both business and private life are deeply pervaded by software and information systems. Using software has extended human capabilities, allowing information to cross physical and ethical barriers. To handle misuse dangers, governments are increasingly laying down new laws and introducing obligations, rights and responsibilities concerned with the use of software. As a consequence, laws are assuming a steering role in the specification of software requirements, which must be compliant to avoid fines and penalties. This work proposes a model-based approach to the problem of law compliance of software requirements. It aims at extending state-of-the-art goal-oriented requirements engineering techniques with the capability to argue about compliance, through the use and analysis of models. It is based on a language for modelling legal prescriptions. Upon the language, compliance can be defined as a condition that depends on a set of properties. Such a condition is achieved through an iterative modelling process. Specifically, we investigated the nature of legal prescription to capture their conceptual language. From jurisprudence literature, we adopted a taxonomy of legal concepts, which has been elaborated and translated into a conceptual meta-model. Moreover, this metamodel was integrated with the meta-model of a goal-oriented modelling language for requirements engineering, in order to provide a common legal-intentional meta-model. Requirements models built with the proposed language consist of graphs, which ultimately can be verified automatically. Compliance amounts then in a set of properties the graph must have. The compliance condition gains relevance in two cases. Firstly, when a requirements model has already been developed, and it needs to be reconciled with a set of laws. Secondly, when requirements have to be modelled from scratch, and they are need to be compliant. In both cases, compliance results from a design process. The proposed modelling language, as well as the compliance condition and the corresponding design process, have been applied to two case studies. The obtained results confirm the validity of the approach, and point out interesting research directions for the future.","2010","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Engineering%20Law-Compliant%20Requirements:%20the%20Nomos%20Framework","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8INHV26L","journalArticle","2009","Kevin D. Ashley; Kevin D. Ashley","What a Legal CBR Ontology Should Provide.","","","","","","","2009","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=What%20a%20Legal%20CBR%20Ontology%20Should%20Provide.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJW45NBZ","journalArticle","2007","Asuncíon Gómez-Pérez; Asunción Gómez-Pérez; Mariano Fernández-López; Mariano Fernández-López; Óscar Corcho; Oscar Corcho","Ontological Engineering: with examples from the areas of Knowledge Management, e-Commerce and the Semantic Web. (Advanced Information and Knowledge Processing)","","","","","","","2007","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Ontological%20Engineering:%20with%20examples%20from%20the%20areas%20of%20Knowledge%20Management,%20e-Commerce%20and%20the%20Semantic%20Web.%20(Advanced%20Information%20and%20Knowledge%20Processing)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKIMES6Y","journalArticle","1980","D. A. Waterman; D. A. Waterman; Mark A. Peterson; Mark A. Peterson","Rule-based models of legal expertise","","","","","","This paper describes a rule-based legal decisonmaking system (LDS) that embodies the skills and knowledge of an expert in product liability law. The system is being used to study the effect of changes in legal doctrine on settlement strategies and practices. LDS is implemented in ROSIE, a rule-oriented language designed to facilitate the development of large expert systems. The ROSIE language is briefly described and our approach to modeling legal expertise using a prototype version of LDS is presented.","1980","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Rule-based%20models%20of%20legal%20expertise","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZQXJRB5","journalArticle","2010","Douglas Walton; Douglas Walton","Types of Dialogue and Burdens of Proof","","","","","","Burden of proof has recently come to be a topic of interest in argumentation systems for artificial intelligence (Prakken and Sartor, 2006, 2007, 2009; Gordon and Walton, 2007, 2009), but so far the main work on the subject seems to be in that type of dialogue which has most intensively been investigated generally, namely persuasion dialogue. The most significant exception is probably deliberation dialogue, where some recent work has begun to tentatively investigate burden of proof in that setting. In this paper, I survey work on burden of proof in the artificial intelligence literature on argumentation, and offer some thoughts on how this work might be extended to the other types of dialogue recognized by Walton and Krabbe (1995) that so far do not appear to have been much investigated in this regard.","2010","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Types%20of%20Dialogue%20and%20Burdens%20of%20Proof","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32MV36QT","journalArticle","1984","Edwina L. Rissland; Edwina L. Rissland","The ubiquitous dialectic","","","","","","","1984","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=The%20ubiquitous%20dialectic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSRUSBWI","journalArticle","2012","Marwane El Kharbili; Marwane El Kharbili","Business process regulatory compliance management solution frameworks: a comparative evaluation","","","","","","Regulatory compliance management (RCM) is a problem gaining wide interest in the business process management (BPM) community. However, research has not yet provided a non-ambiguous and agreed-upon definition of RCM, and it is hard for newcomers to this field of research to get a clear overview of available results. This paper surveys and analyzes solutions proposed in research on RCM from the perspective of BPM, and gives an insight into the current strengths and limitations of solutions to RCM applied to BPM. We extract a set of evaluation criteria on RCM elicited from the surveyed works and proceed to a comparative analysis of the latter against the identified requirements.","2012","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Business%20process%20regulatory%20compliance%20management%20solution%20frameworks:%20a%20comparative%20evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFCXWZ6T","journalArticle","2012","Guido Governatori; Guido Governatori; Antonino Rotolo; Antonino Rotolo; Erica Calardo; Erica Calardo","Possible world semantics for defeasible deontic logic","","","","10.1007/978-3-642-31570-1_4","","Defeasible Deontic Logic is a simple and computationally efficient approach for the representation of normative reasoning. Traditionally defeasible logics are defined proof theoretically based on the proof conditions for the logic. While several logic programming, operational and argumentation semantics have been provided for defeasible logics, possible world semantics for (modal) defeasible logics remained elusive. In this paper we address this issue.","2012","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.1007/978-3-642-31570-1_4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U6RZIW7D","journalArticle","2009","Ajith Abraham; Ajith Abraham; Emilio Corchado; Emilio Corchado; Juan M. Corchado; Juan M. Corchado","Editorial: Hybrid learning machines","Neurocomputing","","","10.1016/j.neucom.2009.02.017","","","2009","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","Neurocomputing","","","","","","","","","","","","","","","","","","https://doi.org/10.1016/j.neucom.2009.02.017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V94F4RSC","journalArticle","2005","Paolo Salvaneschi; Paolo Salvaneschi","The Quality Matrix: A Management Tool for Software Quality Evaluation.","","","","","","","2005","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=The%20Quality%20Matrix:%20A%20Management%20Tool%20for%20Software%20Quality%20Evaluation.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIY9ZZFK","journalArticle","2005","Justus Randolph; Justus J. Randolph","Free-Marginal Multirater Kappa (multirater K[free]): An Alternative to Fleiss' Fixed-Marginal Multirater Kappa.","","","","","","","2005","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Free-Marginal%20Multirater%20Kappa%20(multirater%20K[free]):%20An%20Alternative%20to%20Fleiss%27%20Fixed-Marginal%20Multirater%20Kappa.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHAIGQ4V","journalArticle","1981","L. Thorne MeCarty; L. Thorne MeCarty; N. S. Sridharan; N. S. Sridharan","The representation of an evolving system of legal concepts: II. phototypes and deformations","","","","","","One of the principal goals of the TAXMAN project is to develop a theory about the structure and dynamics of legal concepts, using corporate tax law as an experimental problem domain In this paper we describe the ""prototype* plus-deformation"" model of legal conceptual structure a concept is represented here by a prototypical description plus a sequence of deformations of the prototype, where the deformations are selected from among the possible ""mappmga"" of one concrete description into another The paper focuses on the set of mappings, which is the most important component of the model because it makes manifest the basic coherence of the conceptual space The syntax and semantics of the mappings are described, and their role in the process of legal argument is suggested The formal modal is then illustrated by examples drawn from Eisner v Macomber, an early stock dividend case.","1981","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=The%20representation%20of%20an%20evolving%20system%20of%20legal%20concepts:%20II.%20phototypes%20and%20deformations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9P4BSM6C","journalArticle","2010","Michał Araszkiewicz; Michał Araszkiewicz","Balancing of Legal Principles and Constraint Satisfaction","","","","","","Robert Alexy is one of the main advocates of the so-called Rules and Principles Theory (hereafter: RPT). According to the RPT, legal norms can be divided into legal rules and legal principles. One of the main criteria for this distinction is-Alexy argues-that legal rules are applied by means of the Subsumption Formula, while legal principles-by means of the so-called Weight Formula (hereafter: WF). The WF offers an important insight into the structure of the process of balancing in legal reasoning. Alexy's proposal leads to many doubts and questions, however. The aim of the paper is to examine the appropriateness of the WF and the problem of balancing in legal reasoning from the perspective inspired by the constraint satisfaction theory of coherence, developed by Paul Thagard. My claim is that this theory enables us to elucidate many problematic features of the WF and to recast the structure of legal balancing in more transparent and efficient manner. The existing workable algorithms designed for computing other kinds of coherence-based reasoning (for instance, explanatory reasoning or analogical reasoning), make possible to adopt the programs employing these algorithms for computation of coherence in balancing of principles. However, the analysis presented here is mainly conceptual and it has only preparatory character in relation with the possible computational implementations in the future.","2010","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Balancing%20of%20Legal%20Principles%20and%20Constraint%20Satisfaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKFW4CXI","journalArticle","2011","Harold Greenberg","why agency interpretations of ambiguous statutes should be subject to stare decisis","","","","","","Agencies’ interpretations of ambiguous statutes under Chevron are not subject to a rule of stare decisis. Agencies may interpret and later reinterpret ambiguous statutes without settling the statute’s meaning. This article shows that this regime permits agencies to “interpret” law in legally unprincipled and inconsistent ways and prevents administrative statutes from meaningfully constraining agency policymaking. This article concludes that a rule of stare decisis should govern agencies’ interpretations of ambiguous statutes just as it governs judicial holdings. Taking seriously Chevron’s recognition of agencies’ power to interpret law, the conventional justifications for stare decisis – separation of powers, legislative supremacy, and the consistency of regulatory schemes – apply with equal force to agencies as to courts.","2011","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=why%20agency%20interpretations%20of%20ambiguous%20statutes%20should%20be%20subject%20to%20stare%20decisis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKEFP34V","journalArticle","2009","Nicola Guarino; Nicola Guarino; Daniel Oberle; Daniel Oberle; Steffen Staab; Steffen Staab","What Is an Ontology","","","","10.1007/978-3-540-92673-3_0","","The word “ontology” is used with different senses in different communities. The most radical difference is perhaps between the philosophical sense, which has of course a well-established tradition, and the computational sense, which emerged in the recent years in the knowledge engineering community, starting from an early informal definition of (computational) ontologies as “explicit specifications of conceptualizations”. In this paper we shall revisit the previous attempts to clarify and formalize such original definition, providing a detailed account of the notions of conceptualization and explicit specification, while discussing at the same time the importance of shared explicit specifications.","2009","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.1007/978-3-540-92673-3_0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RHHFG3A","journalArticle","2001","A.R. Lodder; Arno R. Lodder","A simple model to structure the information of parties in online alternative dispute resolution.","","","","","","","2001","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=A%20simple%20model%20to%20structure%20the%20information%20of%20parties%20in%20online%20alternative%20dispute%20resolution.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAAG672T","journalArticle","1991","James B. Freeman; James B. Freeman","Dialectics and the Macrostructure of Arguments","","","","","","","1991","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Dialectics%20and%20the%20Macrostructure%20of%20Arguments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VSRYVZAW","journalArticle","1974","John Woods; John Woods; Douglas Walton; Douglas Walton","Argumentum ad Verecundiam","Philosophy and Rhetoric","","","","","It is commonplace that the informai fallacies constitute a branch of logic (though we should prefer to say ""the analysis of argument"") virtually bereft of theoretical articulation. In recent years, the practical importance of the study of informai fallacies has been recognized in many an introductory logic text, but very little systematic or sustained attention has been given to exploiting the potentialities of this important area. Fallacies hâve been of relatively constant interest since Aristotle, but on the whole the tendency has been to approach them intuitively and taxonomically rather than to pursue their theoretical aspects at appropriate levels of generality and systematicity. One need not hâve done very much teaching of introductory logic to appreciate that the lack of clear and adequate characterizations of the fallacies makes it virtually impossible to commend to students fallacy-theoretic notions as a really effective strategy in the analysis of argumentation. Yet there can be little doubt that the usefulness of such strategies for adjudicating actual argumentation in naturai language could be greatly advanced by a more systematic attempi to raise ourselves beyond mere intuitions about f allaciousness.","1974","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","Philosophy and Rhetoric","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Argumentum%20ad%20Verecundiam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XNURREGC","journalArticle","1999","Bruce M. McLaren; Bruce M. McLaren; Kevin D. Ashley; Kevin D. Ashley","Case Representation, Acquisition, and Retrieval in SIROCCO","","","","10.1007/3-540-48508-2_18","","As part of our investigation of how abstract principles are operationalized to facilitate their application to specific fact situations, we have begun to develop and experiment with SIROCCO (System for Intelligent Retrieval of Operationalized Cases and COdes), a CBR retrieval and analysis system applied to the domain of engineering ethics. SIROCCO is intended to retrieve decided engineering ethics cases and previously applied ethics codes to assist engineers and students in analyzing new cases. Here we describe a limited but expressive language designed to represent a wide range of ethics cases in SIROCCO, a world-wide web tool developed to perform case acquisition and support a measure of consistency in representation, and an experiment to validate the initial phase of SIROCCO's retrieval algorithm and test its sensitivity to small variations in case description.","1999","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.1007/3-540-48508-2_18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88YK4QIT","journalArticle","1985","Edwina L. Rissland; Edwina L. Rissland","AI and legal reasoning","","","","","","This paper presents a summary of the responses of a panel to issues on AI and legal reasoning. The panel consisted of Edwina L. Rissland, Chair (University of Massachusetts), Kevin D. Ashley (University of Massachusetts), Michael O. Dyer (UCLA), Anne v.d.l. Gardner (Stanford), L. Thome McCarty (Rutgers), and Donald A. Waterman (RAND). Among the issues addressed by the panel were: 1. What are the characteristics of the legal domain that make it interesting or amenable to AI approaches - what is special about it; 2. The open-textured nature of legal concepts and the implications this has for using AI-techniques, especially knowledge representation; 3. The complementarity of rule-based and case-based reasoning - how cases are used, especially when the rules ""run out""; 4. The pervasive role of analogy in legal reasoning; 5. The special role played by hypothetical in the legal domain and how hypos help with argumentation and strategic case planning; 6. The interleaving of justification, explanation, and argumentation; 7. How common law systems can be seen to be systems which learn from cases; 8. The appropriateness and feasibility of intelligent aids for practicing litigators and other legal experts; 9. Implications for other domains-like medicine - that use case-based reasoning; 10. Methodological and other issues. For each issue considered, the comments of the panelists are summarized.","1985","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=AI%20and%20legal%20reasoning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9PK6L48","journalArticle","2014","Paul Leng; Paul H. Leng","INTERACTING WITH KNOWLEDGE BASED SYSTEMS THROUGH DIALOGUE GAMES","","","","","","Approaches to text generation have emphasised the need to plan dialogues between user and computer, but have paid insufficient attention to the highly conventional nature of much human-human interaction. It is possible to conceive of certain classes of dialogues as highly rule-governed activities, and to do so facilitates the planning of such dialogues, by decreasing the reliance on a model of the user. One such class of dialogue is interactive argument, in which a topic is discussed with the aim of reaching a conclusion as to the truth of some proposition. We contend that interactive argument provides a useful model of interaction with a KBS, could provide a novel means of knowledge elicitation, and would serve as a fruitful model for educational systems also. Details of a dialogue manager based on a well known dialogue game (Mackenzie’s DC) are given. Since KBS will exist independently of this way of interacting with them we give details of a Dialogue Abstract Machine (DAM), which could serve as a target interface between our dialogue manager and a KBS of any formalism.","2014","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=INTERACTING%20WITH%20KNOWLEDGE%20BASED%20SYSTEMS%20THROUGH%20DIALOGUE%20GAMES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99B6634M","journalArticle","2009","Marwane El Kharbili; Marwane El Kharbili; Elke Pulvermüller; Elke Pulvermüller","A Semantic Framework for Compliance Management in Business Process Management.","","","","","","","2009","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=A%20Semantic%20Framework%20for%20Compliance%20Management%20in%20Business%20Process%20Management.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFSD2M58","journalArticle","2006","Trevor Bench‐Capon; Trevor J. M. Bench-Capon; Henry Prakken; Henry Prakken","Justifying Actions by Accruing Arguments","","","","","","","2006","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Justifying%20Actions%20by%20Accruing%20Arguments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7SLJVH7","journalArticle","2002","Grigoris Antoniou; Grigoris Antoniou","Defeasible logic with dynamic priorities","","","","","","Defeasible logic is a nonmonotonic reasoning approach based on rules and priorities. Its design supports efficient implementation, and it shows promise to be successfully deployed in applications. So far only static priorities have been used, provided by an external superiority relation. In this paper we show how dynamic priorities can be integrated, where priority information is obtained from the deductive process itself. Dynamic priorities have been studied for other related reasoning systems, such as default logic and argumentation. We define a proof theory, study its formal properties, and provide an argumentation semantics.","2002","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Defeasible%20logic%20with%20dynamic%20priorities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPND5UF8","journalArticle","1985","Pierre Schlag; Pierre Schlag","RULES AND STANDARDS","UCLA Law Review","","","","","Every student of law has at some point encountered the “bright line rule” and the “flexible standard.” In one torts casebook, for instance, Oliver Wendell Holmes and Benjamin Cardozo find themselves on opposite sides of a railroad crossing dispute. They disagree about what standard of conduct should define the obligations of a driver who comes to an unguarded railroad crossing. Holmes offers a rule: The driver must stop and look. Cardozo rejects the rule and instead offers a standard: The driver must act with reasonable caution. Which is the preferable approach? Holmes suggests that the requirements of due care at railroad crossings are clear and, therefore, it is appropriate to crystallize these obligations into a simple rule of law. Cardozo counters with scenarios in which it would be neither wise nor prudent for a driver to stop and look. Holmes might well have answered that Cardozo’s scenarios are exceptions and that exceptions prove the rule. Indeed, Holmes might have parried by suggesting that the definition of a standard of conduct by means of a legal rule is predictable and certain, whereas standards and juries are not. This dispute could go on for quite some time.","1985","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","UCLA Law Review","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=RULES%20AND%20STANDARDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KN8J4F6L","journalArticle","2010","Hhs Centers for Medicare Medicaid Services; Hhs Centers for Medicare Medicaid Services (Cms)","Medicare and Medicaid programs; electronic health record incentive program. Final rule","Federal Register","","","","","This final rule implements the provisions of the American Recovery and Reinvestment Act of 2009 (ARRA) (Pub. L. 111-5) that provide incentive payments to eligible professionals (EPs), eligible hospitals and critical access hospitals (CAHs) participating in Medicare and Medicaid programs that adopt and successfully demonstrate meaningful use of certified electronic health record (EHR) technology. This final rule specifies--the initial criteria EPs, eligible hospitals, and CAHs must meet in order to qualify for an incentive payment; calculation of the incentive payment amounts; payment adjustments under Medicare for covered professional services and inpatient hospital services provided by EPs, eligible hospitals and CAHs failing to demonstrate meaningful use of certified EHR technology; and other program participation requirements. Also, the Office of the National Coordinator for Health Information Technology (ONC) will be issuing a closely related final rule that specifies the Secretary's adoption of an initial set of standards, implementation, specifications, and certification criteria for electronic health records. ONC has also issued a separate final rule on the establishment of certification programs for health information technology.","2010","2025-03-26 12:56:46","2025-03-26 12:56:46","","","","","","","Federal Register","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Medicare%20and%20Medicaid%20programs;%20electronic%20health%20record%20incentive%20program.%20Final%20rule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
