"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ELS6LJ8X","conferencePaper","2017","Razo-Zapata, Iván S.; Ma, Qin; Kaczmarek-Heß, Monika; de Kinderen, Sybren","The Conjoint Modeling of Value Networks and Regulations of Smart Grid Platforms: A Luxembourg Case Study","2017 IEEE 19th Conference on Business Informatics (CBI)","","","10.1109/CBI.2017.1","","The liberalization and digitalization of the energy sector have given rise to smart grid platforms, whereby energy and information flow in multiple directions and a diverse set of actors add value to the platform. To foster understanding of a smart grid value network, in terms of the involved actors and the value they exchange, conceptual value modeling techniques have been successfully used. However, value modeling is agnostic to the reasons behind a particular value network configuration. Thus, it is not able to capture an important aspect that determines the configuration of a smart grid value network, namely regulations. In this paper, we complement value modeling with the goal-driven modeling of regulations. As such, we take a first step towards showing compliance between value networks and the regulations behind it. We illustrate our approach with a scenario of producing and consuming green electricity in Luxembourg.","2017-07","2025-02-19 14:51:10","2025-02-19 14:51:10","","83-88","","","02","","","","","","","","","","","","","","","","","ISSN: 2378-1971","","","","Law; Legislation; Biological system modeling; Green products; Renewable energy sources; Smart grids; Stakeholders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LB5UMLJ","conferencePaper","2014","Zeni, Nicola; Mich, Luisa","Usability issues for systems supporting requirements extraction from legal documents","2014 IEEE 7th International Workshop on Requirements Engineering and Law (RELAW)","","","10.1109/RELAW.2014.6893480","","Usability as ease of use and learnability, is critical for systems supporting requirements elicitation for regulatory compliance. The main problem is that these systems have to analyze documents in a specialized natural language, a task that is far from being completely automated. Usability issues are also related to a variety of other characteristics of such systems. Reasons why an early adoption of usability practices is desirable and beneficial in their development are described. Main lessons learned in developing and applying a complex framework for requirements elicitation from regulatory documents are presented to illustrate some of the most relevant usability concerns.","2014-08","2025-02-19 14:51:10","2025-02-19 14:51:10","","35-38","","","","","","","","","","","","","","","","","","","","","","","","Law; Semantics; Unified modeling language; Standards; Tagging; natural language analysis; roles; support system; Usability; usability design; users","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8JPLVBK","conferencePaper","2013","Gordon, David G.","The regulatory world and the machine: Harmonizing legal requirements and the systems they affect","2013 21st IEEE International Requirements Engineering Conference (RE)","","","10.1109/RE.2013.6636760","","The past decade has seen a substantial increase in the issuance of privacy and security regulations governing personal information. Ensuring system and organizational compliance is both more important and more difficult than ever before, as the penalties have become more severe, and regulations more complex and nuanced. This also presents substantial difficulties for multi-national companies, as different states, countries, or regions do not adhere to a uniform standard, resulting in a mixed set of regulations for the systems they govern. In this work, I describe a framework to address this issue, referred to as requirements water marking, wherein requirements from different jurisdictions that govern the same system may be evaluated and reduced to a single standard of care, establishing a “high water mark” for regulatory compliance and reducing requirements complexity. The framework, which draws on work in requirements specification languages and requirements comparison, allows engineers and legal experts to systematically simplify compliance and determine both high and low standards of care, while maintaining traceability back to the original legal text. In addition, I investigate the proposed value of legal requirements models, demonstrating the relationship between proposed value of these models to organizational decision-making and the validity of the model.","2013-07","2025-02-19 14:51:10","2025-02-19 14:51:10","","381-384","","","","","","","","","","","","","","","","","","","","ISSN: 2332-6441","","","","Law; Industries; Organizations; Standards organizations; Conferences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIK3Z58H","conferencePaper","2012","Cai, Yongming; Zhang, Xuenong; Chen, Fuhua; Luo, Man; Tang, Yong","Use of gas law and pulmonary compliance to simulate healthy human lung ventilation","2012 6th International Conference on New Trends in Information Science, Service Science and Data Mining (ISSDM2012)","","","","","This paper presents a model of the lung mechanics which simulates the pulmonary alveolar ventilation. The gas laws and pulmonary compliance theories are used to establish the mathematical model of the ventilation. Our results show that the lung can be simulated by the model. Our lung model controls respiratory function through the control of internal pressure.","2012-10","2025-02-19 14:51:10","2025-02-19 14:51:10","","79-83","","","","","","","","","","","","","","","","","","","","","","","","Ideal Gas Law; Model Lung; Pulmonary Compliance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SS3WW5JS","conferencePaper","2015","Alshugran, Tariq; Dichter, Julius; Rusu, Amalia","Extending XACML to express and enforce laws and regulations privacy policies","2015 Long Island Systems, Applications and Technology","","","10.1109/LISAT.2015.7160190","","Some software applications are developed to collect, store, and manage users' personal, medical, or financial information. In the United States, such applications are required to preserve users' privacy and to be compliant with the federal privacy laws and regulations. To formally guarantee compliance with federal regulations, it is necessary to express the privacy rules enforced by those regulations in a standard policy specification language. In this work we evaluate the eXtensible Access Control Model Language (XACML) as a formal specification language for privacy laws and regulations. Furthermore, we evaluate XACML features and attributes to extend it in order to enforce those privacy rules.","2015-05","2025-02-19 14:51:10","2025-02-19 14:51:10","","1-5","","","","","","","","","","","","","","","","","","","","","","","","Law; Privacy; Access control; Standards; XML; Access Control Models; Context; Federal Regulations; Privacy Policies; Specification Languages; Web services; XACML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZQIR3A2","conferencePaper","2009","Maxwell, Jeremy C.; Anton, Annie I.","Developing Production Rule Models to Aid in Acquiring Requirements from Legal Texts","2009 17th IEEE International Requirements Engineering Conference","","","10.1109/RE.2009.21","","Regulatory compliance is an important consideration for requirements engineering because recent regulations impose costly penalties for noncompliance. This paper details how developing production rule models can aid in acquiring software requirements from regulatory texts. Production rules enable requirements engineers to gain valuable domain knowledge of a particular legal text by providing the ability to receive precise answers to a specific query. In particular, a production rule model facilitates communication between requirements engineers and legal domain experts, supports and augments requirements elicitation, and resolves ambiguity. Prior work in this area has failed to detail a precise methodology for translating a legal text into production rules, and considered using production rule models for aiding requirements elicitation and validation. This paper introduces our production rule modeling methodology, and demonstrates this methodology using examples from a production rule model for four sections of the U.S. Heath Insurance Portability and Accountability Act (HIPAA).","2009-08","2025-02-19 14:51:10","2025-02-19 14:51:10","","101-110","","","","","","","","","","","","","","","","","","","","ISSN: 2332-6441","","","","Requirements engineering; Law; Privacy; Knowledge engineering; regulatory compliance; logic programming; production rule modeling; Legal factors; Protection; Production; Insurance; Government; Legislation; Costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC4JKRJA","journalArticle","2024","Ma, Xiaohan; Yu, Wenhao; Zhao, Chengxiang; Wang, Changjun; Zhou, Wenhui; Zhao, Guangming; Ma, Mingyue; Wang, Weida; Yang, Lin; Mu, Rui; Wang, Hong; Li, Jun","Legal Decision-Making for Highway Automated Driving","IEEE Transactions on Intelligent Vehicles","","2379-8904","10.1109/TIV.2023.3318214","","Compliance with traffic laws is a fundamental requirement for human drivers on the road, and autonomous vehicles must adhere to traffic laws as well. However, current autonomous vehicles prioritize safety and collision avoidance primarily in their decision-making and planning, which will lead to misunderstandings and distrust from human drivers and may even result in accidents in mixed traffic flow. Therefore, ensuring the compliance of the autonomous driving decision-making system is essential for ensuring the safety of autonomous driving and promoting the widespread adoption of autonomous driving technology. To this end, the paper proposes a trigger-based layered compliance decision-making framework. This framework utilizes the decision intent at the highest level as a signal to activate an online violation monitor that identifies the type of violation committed by the vehicle. Then, a four-layer architecture for compliance decision-making is employed to generate compliant trajectories. Using this system, autonomous vehicles can detect and correct potential violations in real-time, thereby enhancing safety and building public confidence in autonomous driving technology. Finally, the proposed method is evaluated on the DJI AD4CHE highway dataset under four typical highway scenarios: speed limit, following distance, overtaking, and lane-changing. The results indicate that the proposed method increases the vehicle's overall compliance rate from 13.85% to 84.46%, reduces the proportion of active violations to 0%, and only slightly decreases the vehicle's traffic efficiency by 2.7%, demonstrating its effectiveness.","2024-08","2025-02-19 14:51:10","2025-02-19 14:51:10","","5284-5298","","8","9","","","","","","","","","","","","","","","","","","","","","Law; model predictive control; Safety; Autonomous vehicles; Decision making; decision-making; Planning; road traffic law; Road transportation; Trajectory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9E3VIUH3","conferencePaper","2022","Abubakar, Muhammad M.; Umar, Armaya'u Z.; Abubakar, Mansir","Personal Data and Privacy Protection Regulations: State of compliance with Nigeria Data Protection Regulations (NDPR) in Ministries, Departments, and Agencies (MDAs)","2022 5th Information Technology for Education and Development (ITED)","","","10.1109/ITED56637.2022.10051182","","Personal data and privacy protection has been a hot topic of discussion due to the increasing impact of computing technologies in everyday life. In recent years, there have been reports of breaches of personal data either from organizations that collected it or from mischievous third parties. The global responses against the breaches have been the enactment of various policies and regulations to protect personal data against all forms of potential abuses. Nigeria Data Protection Regulation was also issued as the regulatory framework for personal data and privacy protection on Nigerian soil. This paper, aimed at analysing the state of compliance of Ministries, Departments, and Agencies with the regulatory framework. An online questionnaire was designed and hosted on Google Forms. The link to the questionnaire was sent to 110 staff, selected based on convenience, and representing various Ministries, Departments, and Agencies. The results have shown that about 70% of the organizations were aware of the provision of Nigeria Data Protection Regulation but only 34% indicated that they started the implementation. Nonetheless, about 45% Ministries, Departments, and Agencies completed the preparatory stage of compliance as they indicated that they have conducted detailed audits on their organizational operations to determine the changes and the new practices required to comply with the Nigeria Data Protection Regulation. The surveyed organizations indicated 37% to 60% compliance with other components of Nigeria Data Protection Regulation. The paper concluded that more advocacy and enforcement are required to speed up compliance with regulations.","2022-11","2025-02-19 14:51:10","2025-02-19 14:51:10","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Data protection; Personal data; Regulation; privacy protection; Organizations; Computers; data protection regulations; Education; Soil; Telephone sets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9J95HIK7","conferencePaper","2008","Zeni, Nicola; Kiyavitskaya, Nadzeya; Cordy, James R.; Mich, Luisa; Mylopoulos, John","Annotating Regulations Using Cerno: An Application to Italian Documents - Extended Abstract","2008 Third International Conference on Availability, Reliability and Security","","","10.1109/ARES.2008.79","","The increasing complexity of software systems and growing demand for regulations compliance require effective methods and tools to support requirements analysts activities. Internationalization of information systems due to both economics and Web based architectures call for the application of regulations written in different languages. Thus far existing approaches for extracting rights and obligations have concentrated on English documents. In this paper, we describe the results of the application of Cerno, a lightweight framework for semantic annotation, to legal documents written in Italian. In addition, we investigate critical issues for semantic annotation tools in a different cultural and environmental context. Results obtained, while preliminary, allow us to quantify the effort needed to port tools based on Cerno and give some insight on directions of future development of a multilingual system to support semantic annotation of regulations not only in different domains, but also written in different languages.","2008-03","2025-02-19 14:51:10","2025-02-19 14:51:10","","1437-1442","","","","","","","","","","","","","","","","","","","","","","","","Law; Data mining; privacy requirements; regulation compliance; tool support; Legal factors; Natural languages; Software systems; Information systems; Application software; Computer architecture; Environmental economics; Service oriented architecture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9WZQA2GS","conferencePaper","2023","Adamyk, Oksana; Chereshnyuk, Oksana; Adamyk, Bogdan; Rylieiev, Serhii","Trustworthy AI: A Fuzzy-Multiple Method for Evaluating Ethical Principles in AI Regulations","2023 13th International Conference on Advanced Computer Information Technologies (ACIT)","","","10.1109/ACIT58437.2023.10275505","","In this study, we investigated the ethical principles of trustworthy AI and differentiated five prime factors essential for developing trust in AI and most widely presented in regulatory guidelines worldwide. By utilizing Fuzzy Logic Toolbox in MATLAB 9.4, we evaluated the impact of primary ethical principles on trustworthy AI systems in a systematic and structured manner. We discovered that the principle of Fairness and Non-discrimination is the most influential for the development of trustworthy AI, as it is the most represented in the regulatory guidelines. The proposed model offers two main benefits for developers and deployers of AI systems, including predicting the potential public trust in AI systems and assessment compliance with the regulatory frameworks. To ensure the continued trustworthiness of AI systems, the model should be used at all stages of the software life circle, including during development, before placing the system on the market, and at the stage of use to monitor compliance with the safeguards declared to users.","2023-09","2025-02-19 14:51:10","2025-02-19 14:51:10","","608-613","","","","","","","","","","","","","","","","","","","","ISSN: 2770-5226","","","","Ethics; regulation; artificial intelligence; Regulation; trustworthy AI; trust; Government; Predictive models; Systematics; Mathematical models; ethical principles of AI; Profitability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FBNECP7P","conferencePaper","2024","Fathima, M.; Dhinakaran, D. Paul; Thirumalaikumari, T.; Devi, S. Rukmani; M.R, Bindu.; P, Shanthi","Effectual Contract Management and Analysis with AI-Powered Technology: Reducing Errors and Saving Time in Legal Document","2024 Ninth International Conference on Science Technology Engineering and Mathematics (ICONSTEM)","","","10.1109/ICONSTEM60960.2024.10568733","","Examining the revolutionary effects of AI-powered tools in the field of contract analysis and management for legal document inspection is the focus of this study. The purpose of this research is to experimentally explore the likelihood of efficiency benefits and mistake reduction thanks to the use of AI in the legal sector. Mathematical expressions estimating time savings and error reduction are a part of the research technique, which also involves data gathering, preprocessing, model construction, and assessment. The findings indicate a significant average time savings of 40% when using AI-assisted document analysis, highlighting the tremendous potential of AI to free legal practitioners from repetitive duties and allow them to concentrate on strategic areas of their job. On average, AI improves the accuracy of tasks like document categorization, clause detection, and data extraction by 60%. There are wider ramifications of these discoveries as well, including better operational efficiency, lower costs, higher levels of regulatory compliance, and better access to justice. The legal profession and businesses may profit from more dependable legal operations, while people and smaller businesses can experience the democratization of legal services. In this talk, we'll examine how AI has the potential to revolutionize the legal profession, why it's crucial to use AI in a responsible and ethical manner, and how it can help more people get access to the court system. In its last section, the article speculates on potential future directions, including more complex AI, AI that can be explained, cross-disciplinary work, and international regulations. This study highlights the actual and impending influence of AI in the legal domain, providing insights and prospects beyond efficiency benefits and mistake reduction in a world characterised by technology advancements and shifting legal environments.","2024-04","2025-02-19 14:51:10","2025-02-19 14:51:10","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Ethics; Artificial intelligence; Law; Regulation; Regulatory compliance; Mathematical models; AI-powered tools; Contract analysis; Efficiency gains; Error reduction; Global legal standards; Inspection; Interdisciplinary collaboration; Legal document review; Legal profession; Technology acceptance model (TAM); Text analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GM46UYXV","conferencePaper","2012","Rifaut, André; Ghanavati, Sepideh","Measurement-oriented comparison of multiple regulations with GRL","2012 Fifth IEEE International Workshop on Requirements Engineering and Law (RELAW)","","","10.1109/RELAW.2012.6347801","","In recent years, intentional models have been adapted to capture and analyze compliance needs and requirements. Furthermore, intentional models have been used to identify the impact of regulations on organizational goals by helping to elicit different alternatives about the business operations supported by compliant business processes and services. In other works, intentional models based on measurement-frameworks have provided well-structured models of regulations and compliance alternatives. This paper integrates Goal-Oriented Requirements Language (GRL)-based methodologies with measurement-based methodologies to improve support for comparing regulations sharing the same concerns via the (measurement) objectivity.","2012-09","2025-02-19 14:51:10","2025-02-19 14:51:10","","7-16","","","","","","","","","","","","","","","","","","","","","","","","Compliance; Law; Privacy; Requirements Engineering; Adaptation models; Analytical models; Organizations; GRL; Intentional Models; Measurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VX78BPKL","journalArticle","2024","Hamon, Ronan; Junklewitz, Henrik; Soler Garrido, Josep; Sanchez, Ignacio","Three Challenges to Secure AI Systems in the Context of AI Regulations","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3391021","","This article examines the interplay between artificial intelligence (AI) and cybersecurity in light of future regulatory requirements on the security of AI systems, specifically focusing on the robustness of high-risk AI systems against cyberattacks in the context of the European Union’s AI Act. The paper identifies and analyses three challenges to achieve compliance of AI systems with the cybersecurity requirement: accounting for the diversity and the complexity of AI technologies, assessing AI-specific risks, and developing secure-by-design AI systems. The contribution of the article consists in providing an overview of AI cybersecurity practices and identifying gaps in current approaches to security conformity assessment for AI systems. Our analysis highlights the unique vulnerabilities present in AI systems and the absence of established cybersecurity practices tailored to these systems, and emphasises the need for continuous alignment between legal requirements and technological capabilities, acknowledging the necessity for further research and development to address the challenges. It concludes that comprehensive cybersecurity practices must evolve to accommodate the unique aspects of AI, with a collaborative effort from various sectors to ensure effective implementation and standardisation.","2024","2025-02-19 14:51:10","2025-02-19 14:51:10","","61022-61035","","","12","","","","","","","","","","","","","","","","","","","","","Machine learning; regulation; Artificial intelligence; artificial intelligence; Regulation; trustworthy AI; risk management; Data models; Risk management; Adversarial machine learning; Computer security; Conformance testing; conformity assessment; cybersecurity; Life cycle assessment; lifecycle management; Terminology; Trust management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6RCTSN4","journalArticle","1976","Han, T.; Levis, A.","Optimal stochastic enforcement of parking regulations","IEEE Transactions on Automatic Control","","1558-2523","10.1109/TAC.1976.1101219","","Effective enforcement of no parking regulations, an essential operation in urban areas, is labor intensive and thus costly. Efficient, implementable enforcement strategies that can raise and keep compliance at a desired high level are needed. It is the objective of this work to determine such strategies. First a model relating enforcement (input) to compliance (output) was obtained on the basis of experimental data; its form is that of a homogeneous bilinear Markov process. Then several optimization problems that reflect different operating conditions were formulated and the corresponding enforcement strategies were derived via dynamic programming. Finally, simulations were used to analyze the practical implications of the results.","1976-06","2025-02-19 14:51:10","2025-02-19 14:51:10","","354-358","","3","21","","","","","","","","","","","","","","","","","","","","","Protection; Analytical models; Costs; Cities and towns; Dynamic programming; Fires; Impedance; Markov processes; Stochastic processes; Urban areas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94AEUT98","conferencePaper","2013","Arguedas, Virginia Fernandez; Izquierdo, Ebroul; Chandramouli, Krishna","Surveillance ontology for legal, ethical and privacy protection based on SKOS","2013 18th International Conference on Digital Signal Processing (DSP)","","","10.1109/ICDSP.2013.6622811","","In a world filled with heightened vandalism and terrorist activities, video surveillance forms an integral part of any incident investigation. While aiming to provide safety and security for the citizens, CCTV cameras are exponentially deployed around metropolitan cities. However, the information thus collected and further processed should comply with the legal and ethical rules defined by the law. The primary ethical issue invoked by surveillance activities in general is that of privacy. In order to ensure that a surveillance system framework complies with the legal, ethical and privacy requirements of the law, in this paper we present a Surveillance Ontology extending the SKOS foundational ontology. The objective of this ontology is to translate the high-level linguistic rules into the information that can be processed and used to assess the compliance of the video analysis module with the rules defined.","2013-07","2025-02-19 14:51:10","2025-02-19 14:51:10","","1-5","","","","","","","","","","","","","","","","","","","","ISSN: 2165-3577","","","","Law; Privacy; Privacy by design; Ontologies; CCTV; Data privacy; Legal ethical and privacy (LEP); Multimedia communication; SKOS; Surveillance; Surveillance Ontology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XW6K6LW4","conferencePaper","2023","Kala, I; K, Hariharan; S, Kavisri; D, Kaviyarasu","Online Legal Literacy Platform","2023 International Conference on Intelligent Technologies for Sustainable Electric and Communications Systems (iTech SECOM)","","","10.1109/iTechSECOM59882.2023.10435138","","The Motor Vehicle Act is a complex legal framework that regulates various aspects of motor vehicle usage in India. However, many individuals lack knowledge and understanding of the Act, which can lead to unsafe driving practices, non-compliance with regulations, and legal violations. Furthermore, the Act is subject to frequent amendments, making it challenging for individuals to stay up to date on the latest regulations. To address these issues, this project proposes an Online Legal Information Platform for the Motor Vehicle Act. The platform utilizes advanced technologies such as BERT fine-tuning and natural language processing techniques to match user input scenarios with relevant sections of the Act. Users can input their scenarios and the platform suggests the ideal law that can be utilized in the given situation. The system displays matching laws with their title and description and generates a summary for the selected law to facilitate easy comprehension. Additionally, voice-to-text feature is incorporated in order to assist people with visual impairments. The platform aims to bridge the gap between legal language and everyday usage, promoting better compliance with road safety laws. The system will be user-friendly and accessible to individuals with limited legal knowledge, making it easier for them to navigate the legal system. Future work includes expanding the platform to include other regional languages as well to increase its availability to people all around the nation.","2023-12","2025-02-19 14:51:10","2025-02-19 14:51:10","","314-318","","","","","","","","","","","","","","","","","","","","","","","","Law; Regulation; Machine Learning; Application Programming Interface; Automobiles; Navigation; JSON; MVA-Motor Vehicle Act; NLP-Natural Language Processing; Programming; Road safety; User Interface; Visual impairment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPEC4USN","conferencePaper","2006","Zhang, Bing; Kimura, Fumihiko","Network Based Evaluation Framework for EEE to Comply with Environment Regulations","2006 International Conference on Mechatronics and Automation","","","10.1109/ICMA.2006.257711","","With the increasing consumption of electrical and electronics equipment (EEE), waste of EEE (WEEE) has become a major source of the waste stream with huge environmental impact. Many countries have realized the importance to properly manage the WEEE and some have launched related regulations, such as HARL in Japan and, in particular, WEEE and RoHS directives in Europe. To reduce the economic impact of the environmental regulations on manufacturers and to sustain the competitiveness of the manufacturers, life cycle design of EEE has to be implemented. In this paper, a network model is established to analyze the lifecycle process of EEE. Based on this model and taking into consideration of the cost and environmental impact, evaluation and assessment method is employed to probe into the life cycle design of EEE, and compliance with the directives is discussed","2006-06","2025-02-19 14:51:10","2025-02-19 14:51:10","","797-802","","","","","","","","","","","","","","","","","","","","ISSN: 2152-744X","","","","Costs; Environmental economics; Electronic equipment; Electronic waste; Environmental Regulations; Home appliances; Life Cycle Design; Manufacturing; Mechatronics; Network; Plastics; Project management; Recycling; WEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54P8AW43","conferencePaper","1998","Fukuyama, K.","Effectiveness of enforcement systems for environmental regulations: comparison of Japanese and North American systems","SMC'98 Conference Proceedings. 1998 IEEE International Conference on Systems, Man, and Cybernetics (Cat. No.98CH36218)","","","10.1109/ICSMC.1998.727621","","Many theoretical and empirical studies have focused on the effectiveness of environmental regulations, especially for direct discharges by firms. While most of the study focus on the enforcement systems in United States and Canada, there is very little theoretical study on effectiveness of enforcement of environmental regulations in Japan. It is, however, also recognized that Japan had been so successful in its policies to reduce its pollution level dramatically in short term during the second half of its industrializing era. In this study, the Japanese enforcement system of environmental regulations is modeled and analyzed theoretically in the light of comparison with the North American system. The study clarifies how the Japanese enforcement system leads to the incentives of regulatory compliance by firms. The results are compared with the enforcement mechanism and its effectiveness obtained in Kilgour et al. (1992) for the North American systems.","1998-10","2025-02-19 14:51:10","2025-02-19 14:51:10","","4854-4859 vol.5","","","5","","","","","","","","","","","","","","","","","ISSN: 1062-922X","","","","Systems engineering and theory; Testing; Power system modeling; Costs; Control systems; North America; Power engineering and energy; Regulators; Solids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULI6R78X","conferencePaper","2018","Ghaisas, Smita; Sainani, Abhishek; Anish, Preethu Rose","Resolving Ambiguities in Regulations: Towards Achieving the Kohlbergian Stage of Principled Morality","2018 IEEE/ACM 40th International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS)","","","","","According to Kohlberg, the final stage of morality is characterized by viewing laws as a means to an end by upholding values such as human dignity and fairness as guiding principles for complying with the essence of the law. Given that purpose of compliance is indeed wellbeing of citizens, software systems should, by design, incorporate these values so that laws are followed in spirit. How can we build software systems that incorporate these values? We present our work on disambiguating Health Insurance Portability and Accountability Act (HIPAA) so as to reduce the potential incidents of breach, thereby upholding of the aforesaid guiding principles of morality. We have employed deep learning based approaches to emulate the human process of disambiguation by integrating information from multiple sources, summarizing it, and augmenting the regulatory text with the additional information. This augmented regulatory text can be used by policy makers and software engineers to achieve compliance in spirit.","2018-05","2025-02-19 14:51:10","2025-02-19 14:51:10","","57-60","","","","","","","","","","","","","","","","","","","","","","","","Machine learning; Compliance; Training; Privacy; Regulations; Security; Software systems; Deep Learning; Databases; Ambiguity Resolution; Principled Morality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYMJHX9G","conferencePaper","2020","Perez, G. C.; Korth, B.","Digital Twin for Legal Requirements in Production and Logistics based on the Example of the Storage of Hazardous Substances","2020 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)","","","10.1109/IEEM45057.2020.9309666","","This paper aims to show a conceptual approach to audit and evaluate compliance with legal requirements in production and logistics using a digital twin. The adherence to compliance on an operative and strategic level is of particular importance since complex legal requirements are closely linked to many everyday production and logistics processes. Non-compliance can endanger employees and the environment as well as result in financial and reputational damage. Especially use cases with regard to handling and storing hazardous substances is characterized by a large number of different laws, administrative regulations, and safety requirements. In this context, it is particularly important to create a suitable database to comply with legal requirements and thus to provide managers and employees with appropriate instructions for action. We propose the concept of the digital twin for legal requirements in production and logistics and define relevant events to create a suitable database.","2020-12","2025-02-19 14:51:10","2025-02-19 14:51:10","","1093-1097","","","","","","","","","","","","","","","","","","","","","","","","Monitoring; Law; Regulation; Production; Data models; dangerous goods; digital twin; Digital twin; events; hazardous substances; Legal requirements; logistics; Logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9578EVDJ","conferencePaper","2022","de Vries, Jitske; Trevisan, Elia; van der Toorn, Jules; Das, Tuhin; Brito, Bruno; Alonso-Mora, Javier","Regulations Aware Motion Planning for Autonomous Surface Vessels in Urban Canals","2022 International Conference on Robotics and Automation (ICRA)","","","10.1109/ICRA46639.2022.9811608","","In unstructured urban canals, regulation-aware interactions with other vessels are essential for collision avoidance and social compliance. In this paper, we propose a regulations aware motion planning framework for Autonomous Surface Vessels (ASVs) that accounts for dynamic and static obstacles. Our method builds upon local model predictive contouring control (LMPCC) to generate motion plans satisfying kino-dynamic and collision constraints in real-time while including regulation awareness. To incorporate regulations in the planning stage, we propose a cost function encouraging compliance with rules describing interactions with other vessels similar to COLlision avoidance REGulations at sea (COLREGs). These regulations are essential to make an ASV behave in a predictable and socially compliant manner with regard to other vessels. We compare the framework against baseline methods and show more effective regulation-compliant avoidance of moving obstacles with our motion planner. Additionally, we present experimental results in an outdoor environment.","2022-05","2025-02-19 14:51:10","2025-02-19 14:51:10","","3291-3297","","","","","","","","","","","","","","","","","","","","","","","","Regulation; Predictive models; Automation; Cost function; Dynamics; Irrigation; Sea surface","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZ8LHM62","conferencePaper","2014","Corriveau, Jean-Pierre; Radonjic, Vojislav; Shi, Wei","Requirements verification: Legal challenges in compliance testing","2014 IEEE International Conference on Progress in Informatics and Computing","","","10.1109/PIC.2014.6972376","","Compliance is generally understood as the documenting and auditing of evidence deemed sufficient to demonstrate conformance to a rule, a specification, a policy or a law. In this paper, we consider, in the specific context of software development, what are the legal and technical challenges raised by such an understanding of compliance. More specifically, we ask a) what is the nature of this evidence; b) how can sufficiency be defined, and c) how precisely defined is the task of auditing this evidence.","2014-05","2025-02-19 14:51:10","2025-02-19 14:51:10","","451-454","","","","","","","","","","","","","","","","","","","","","","","","Law; compliance; traceability; Software; Contracts; Systematics; Testing; Context; compliance testing; executable tests; test specifications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
